"geogConcat","metric","breakdown","subgroup","chartPeriod","timePeriod","latest","valueText","value"
"Tees Valley LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.026003945791867",0.026003945791867
"Tees Valley LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.031365260655674",0.031365260655674
"Tees Valley LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0293078234777528",0.0293078234777528
"Tees Valley LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0353294782967646",0.0353294782967646
"Tees Valley LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.035720793361232",0.035720793361232
"Tees Valley LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0351540019003593",0.0351540019003593
"Thames Valley Berkshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0171416733466763",0.0171416733466763
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0191233032106934",0.0191233032106934
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0228470321678211",0.0228470321678211
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0248527186788625",0.0248527186788625
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0296490143426942",0.0296490143426942
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0298483018045057",0.0298483018045057
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0310540991841739",0.0310540991841739
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0329744621713508",0.0329744621713508
"Thames Valley Berkshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0316341709990426",0.0316341709990426
"The Marches LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0123571631611881",0.0123571631611881
"The Marches LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0183054089361123",0.0183054089361123
"The Marches LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0264433358612817",0.0264433358612817
"The Marches LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0258238571962119",0.0258238571962119
"The Marches LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0304476768694377",0.0304476768694377
"The Marches LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0299850697764583",0.0299850697764583
"The Marches LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0328619571907396",0.0328619571907396
"The Marches LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0362295084707316",0.0362295084707316
"The Marches LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0351295939438538",0.0351295939438538
"West of England LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0144351373673173",0.0144351373673173
"West of England LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0175247417193243",0.0175247417193243
"West of England LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0227518938677977",0.0227518938677977
"West of England LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0250880230359734",0.0250880230359734
"West of England LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0321631481856628",0.0321631481856628
"West of England LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0316675475105526",0.0316675475105526
"West of England LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0336162284143582",0.0336162284143582
"West of England LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0374443027721876",0.0374443027721876
"West of England LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0359841963987069",0.0359841963987069
"Worcestershire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0124068053666828",0.0124068053666828
"Worcestershire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0182119470542401",0.0182119470542401
"Worcestershire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0263031489575976",0.0263031489575976
"Worcestershire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0258605892999826",0.0258605892999826
"Worcestershire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0303943837451024",0.0303943837451024
"Worcestershire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0297814171635373",0.0297814171635373
"Worcestershire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0327910668219027",0.0327910668219027
"Worcestershire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0361270506642142",0.0361270506642142
"Worcestershire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0351643708151139",0.0351643708151139
"York and North Yorkshire LEP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0149471880142125",0.0149471880142125
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0177750011535789",0.0177750011535789
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0213016183907189",0.0213016183907189
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0250673954948486",0.0250673954948486
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0327039650151983",0.0327039650151983
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0318021876606454",0.0318021876606454
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0340119086701629",0.0340119086701629
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0407182909834074",0.0407182909834074
"York and North Yorkshire LEP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0385877584689716",0.0385877584689716
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0159586504311462",0.0159586504311462
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0187728348615293",0.0187728348615293
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.022842738396333",0.022842738396333
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0250150765331603",0.0250150765331603
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0300726663220376",0.0300726663220376
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0295432974950105",0.0295432974950105
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0319281758250711",0.0319281758250711
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0334236210081327",0.0334236210081327
"Brighton and Hove, East Sussex, West Sussex LSIP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0320093352455235",0.0320093352455235
"Buckinghamshire  LSIP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0162063367499414",0.0162063367499414
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.019082219603141",0.019082219603141
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0228965686020606",0.0228965686020606
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0248608128693777",0.0248608128693777
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0297663812375921",0.0297663812375921
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0296674782581439",0.0296674782581439
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0314677129704377",0.0314677129704377
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0331694022961604",0.0331694022961604
"Buckinghamshire  LSIP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0316596676471768",0.0316596676471768
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0140286698924008",0.0140286698924008
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0194234973997989",0.0194234973997989
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0238914922372839",0.0238914922372839
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.027884157425915",0.027884157425915
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0298928073202778",0.0298928073202778
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.029633975633973",0.029633975633973
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0313986470051151",0.0313986470051151
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0358222495476195",0.0358222495476195
"Cambridgeshire and Peterborough LSIP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0341706147389722",0.0341706147389722
"Cheshire and Warrington LSIP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0165588471563172",0.0165588471563172
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.01885633249832",0.01885633249832
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0240921555390667",0.0240921555390667
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0250283315978412",0.0250283315978412
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0313266412192994",0.0313266412192994
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0311894487011062",0.0311894487011062
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0334634771384819",0.0334634771384819
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0354978245775732",0.0354978245775732
"Cheshire and Warrington LSIP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.0338284716612145",0.0338284716612145
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0145910453342206",0.0145910453342206
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0178372904998361",0.0178372904998361
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0233455564172973",0.0233455564172973
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF3 A level & equivalent","2020",2020-01-01,1,"0.0253591088100771",0.0253591088100771
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF4 HE below degree level","2020",2020-01-01,1,"0.0334763926252923",0.0334763926252923
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF5 Foundation degree;Nursing;Teaching","2020",2020-01-01,1,"0.0326790999704807",0.0326790999704807
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF6 First degree","2020",2020-01-01,1,"0.0351603208937821",0.0351603208937821
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF7 Other higher degree","2020",2020-01-01,1,"0.0382899447485074",0.0382899447485074
"Cornwall and the Isles of Scilly LSIP","replacementDemand","Qualification","RQF8 Doctorate","2020",2020-01-01,1,"0.036425114210977",0.036425114210977
"Cumbria LSIP","replacementDemand","Qualification","No Qualification","2020",2020-01-01,1,"0.0158453184012977",0.0158453184012977
"Cumbria LSIP","replacementDemand","Qualification","RQF1 GCSE(below grade C) & equivalent","2020",2020-01-01,1,"0.0185525445349082",0.0185525445349082
"Cumbria LSIP","replacementDemand","Qualification","RQF2 GCSE(A-C) & equivalent","2020",2020-01-01,1,"0.0238988468984906",0.0238988468984906
